scorer,DeepCut_resnet50_VF_exampleNov9shuffle1_1030000,DeepCut_resnet50_VF_exampleNov9shuffle1_1030000,DeepCut_resnet50_VF_exampleNov9shuffle1_1030000,DeepCut_resnet50_VF_exampleNov9shuffle1_1030000,DeepCut_resnet50_VF_exampleNov9shuffle1_1030000,DeepCut_resnet50_VF_exampleNov9shuffle1_1030000,DeepCut_resnet50_VF_exampleNov9shuffle1_1030000,DeepCut_resnet50_VF_exampleNov9shuffle1_1030000,DeepCut_resnet50_VF_exampleNov9shuffle1_1030000
bodyparts,leftHead,leftHead,leftHead,topHead,topHead,topHead,rightHead,rightHead,rightHead
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
345,611.8095757216215,626.129415512085,1.0,629.0605905056,594.54181432724,1.0,666.9159727096558,600.3146896362305,1.0
346,611.4506006240845,626.1363320350647,1.0,629.2498207092285,594.7950677871704,1.0,667.5445443093777,601.131386756897,1.0
347,610.8574682474136,626.159257888794,1.0,627.843962714076,594.3876347541809,1.0,666.1779627799988,600.3200359344482,1.0
348,611.1997584104538,626.4786157608032,1.0,627.4979696273804,594.6453032493591,1.0,666.3976459503174,600.8644633293152,1.0
349,611.7458357512951,626.6716618537903,1.0,628.5921140909195,594.421703338623,1.0,667.5669151246548,600.5205969810486,1.0
350,611.1157467961311,626.3685493469238,1.0,628.3351654410362,593.9854621887207,1.0,666.0666122436523,600.1290302276611,1.0
351,611.3360638618469,625.8999676704407,1.0,628.5451979637146,593.7239193916321,1.0,666.589349269867,600.072108745575,1.0
352,611.6165554523468,626.2966556549072,1.0,629.1361483335495,593.8824586868286,1.0,667.5639009475708,600.1658382415771,1.0
353,612.3527083694935,627.4606790542603,1.0,629.761848449707,595.9710021018982,1.0,667.5983295440674,600.8527789115906,1.0
354,613.9138971567154,632.1089758872986,1.0,631.3352978229523,599.290944814682,1.0,669.3511707782745,605.3760640621185,1.0
355,617.2133483886719,638.3668389320374,1.0,632.7815833091736,605.0770808458328,1.0,672.5352246761322,610.413423538208,1.0
356,620.2303076535463,648.5177965164185,1.0,631.46555519104,610.5574102401733,1.0,673.6492674350739,611.501127243042,1.0
357,620.7909245491028,652.697899878025,1.0,630.1260809898376,615.1627357006073,1.0,672.3717012405396,614.5620129108429,1.0
358,620.4902076423168,653.4315572977066,1.0,629.5951534509659,615.6368250846863,1.0,671.3396425247192,614.3329782485962,1.0
359,621.1722338199615,654.960905790329,1.0,629.582351565361,616.3889741897583,1.0,671.8503816127777,614.2751543521881,1.0
360,622.4588403701782,655.546471118927,1.0,630.4735200405121,617.5363626480103,1.0,673.1430020332336,615.5650539398193,1.0
361,621.9788318872452,653.2113637924194,1.0,630.3934254646301,615.4280943870544,1.0,673.6476845741272,614.1911628246307,1.0
362,618.7943227291107,649.9531993865967,1.0,628.1970454454422,611.2884383201599,1.0,673.0548229217529,611.6191542446613,1.0
363,620.6531935930252,644.348014652729,1.0,630.9397773742676,607.7394640445709,1.0,674.502169251442,611.1374745368958,1.0
364,618.7828917503357,643.0155399441719,1.0,630.3928411006927,606.7651579380035,1.0,673.9519674777985,610.9573268890381,1.0
365,618.7932163476944,635.8904938697815,1.0,636.2584779262543,601.7600107192993,1.0,677.1652876138687,611.6126670837402,1.0
366,619.2359617352486,636.2574033737183,1.0,637.326263666153,603.1572737693787,1.0,678.1452925205231,612.0292961522937,1.0
367,619.7875430732965,637.592069029808,1.0,638.0371990203857,604.499465495348,1.0,678.5469355583191,613.2433351278305,1.0
368,620.0444192625582,638.4143896102905,1.0,637.2773878574371,605.6194641590118,1.0,678.1293561458588,613.5277956724167,1.0
369,619.9899042705074,637.4552142620087,1.0,637.2260394096375,604.3287551999092,1.0,678.2179002761841,613.5143554210663,1.0
370,618.6301891803741,636.8559274673462,1.0,636.9201382994652,603.3923420906067,1.0,677.5367126464844,612.9570697546005,1.0
371,618.5643763542175,636.7222709655762,1.0,636.9900988340378,602.9740810394287,1.0,676.9793959856033,612.579460978508,1.0
372,617.792200088501,635.168041229248,1.0,636.3598682284355,601.8252091407776,1.0,676.701511323452,612.0805835723877,1.0
373,618.0119757652283,635.028835773468,1.0,636.4827207624912,601.2426376342773,1.0,677.3430832624435,611.5935554504395,1.0
374,617.3306787014008,636.3991146087646,1.0,636.0536482781172,601.8899760246277,1.0,675.9512598514557,611.2923307418823,1.0
375,618.7220120429993,638.2111191749573,1.0,636.2794356048107,604.2502384185791,1.0,676.795580804348,612.62043851614,1.0
376,620.3315764069557,639.4369938373566,1.0,637.9700498580933,606.1332607269287,1.0,677.7979046106339,613.008180141449,1.0
377,621.2267374992371,640.3157424926758,1.0,638.1055545806885,606.3746054172516,1.0,678.364607334137,612.9722104668617,1.0
378,622.0529043674469,640.4764375686646,1.0,639.2977933883667,606.6842346191406,1.0,678.8254725933075,613.4420379400253,1.0
379,622.3701930046082,639.9274446964264,1.0,639.1397354602814,606.5110409259796,1.0,679.8241584300995,613.6598457098007,1.0
380,621.9240311384201,639.6066377162933,1.0,639.3785488605499,606.4640076160431,1.0,680.1069812774658,613.0148221254349,1.0
381,622.1713936328888,639.4529323577881,1.0,639.416925907135,607.1839120388031,1.0,680.6589207649231,614.2878093719482,1.0
382,622.3713841438293,639.4973978996277,1.0,639.2106032371521,607.4837992191315,1.0,679.6375141143799,614.183670759201,1.0
383,622.75461769104,639.428834438324,1.0,639.696592092514,607.1020395755768,1.0,681.5332593917847,615.3491232395172,1.0
384,623.7813367843628,638.5267519950867,1.0,640.1334643363953,606.0178864002228,1.0,680.8221855163574,614.277893781662,1.0
385,623.2065241336823,639.4655904769897,1.0,640.103485584259,606.39408659935,1.0,680.8989353179932,614.1553781032562,1.0
386,623.4502575397491,639.5151746273041,1.0,639.9218039512634,607.1434426307678,1.0,680.3701639175415,613.7417268753052,1.0
387,623.2313904762268,639.6580657958984,1.0,639.8257563114166,607.4195635318756,1.0,680.0745129585266,614.1190693378448,1.0
388,623.4768233299255,639.6214997768402,1.0,639.5570871829987,607.1349031925201,1.0,680.4238610267639,613.7183166742325,1.0
389,623.4091958999634,639.0503435134888,1.0,639.5397973060608,606.836745262146,1.0,680.1002893447876,613.1295216083527,1.0
390,622.5577981472015,640.8579578399658,1.0,639.712140083313,605.110582947731,1.0,681.8021483421326,613.556772351265,1.0
391,622.693142414093,640.3611960411072,1.0,639.422616481781,604.3679952323437,1.0,681.3975691795349,612.1833766847849,1.0
392,622.9523878097534,640.7967796325684,1.0,638.8006021976471,605.3351826667786,1.0,681.5022144317627,612.4395617246628,1.0
393,622.6890821456909,640.2252593040466,1.0,639.3087372779846,604.8284251093864,1.0,682.0976152420044,612.68677932024,1.0
394,622.5089132785797,638.9568865299225,1.0,639.3542816638947,604.8551832437515,1.0,680.9375700950623,612.3069559335709,1.0
395,622.598001241684,638.8306541442871,1.0,639.2928729057312,605.4325145483017,1.0,679.9926249980927,611.5425325334072,1.0
396,622.3621406555176,639.3018226623535,1.0,639.4799785614014,605.6341356039047,1.0,679.8571579456329,611.956730466336,1.0
397,622.27969622612,638.6676032543182,1.0,638.927298784256,605.4566801786423,1.0,679.5274903774261,611.9703571535647,1.0
398,622.3799612522125,638.1237230300903,1.0,639.0580859184265,605.6272796392441,1.0,678.9979453086853,611.6370953023434,1.0
399,622.5716283321381,638.0932898521423,1.0,639.8485808372498,605.5319069623947,1.0,679.6746470928192,611.5935325324535,1.0
400,622.3295512199402,639.1721625328064,1.0,639.1850206851959,604.9253634214401,1.0,679.966014623642,611.9388683177531,1.0
401,622.0633754730225,638.6381359100342,1.0,638.8637928962708,604.3343753814697,1.0,678.865713596344,611.9986078038346,1.0
402,621.6626280546188,638.1382462978363,1.0,638.7250325679779,604.0901575088501,1.0,679.7604463100433,612.062676101923,1.0
403,622.0528192520142,637.5237046480179,1.0,639.1727850437164,604.5045118927956,1.0,679.0724523067474,611.254804611206,1.0
404,621.69087433815,637.3835045099258,1.0,638.8541748523712,604.113512031734,1.0,679.039226770401,611.5383048653603,1.0
405,621.9919857978821,638.3081090450287,1.0,639.5795602798462,604.8825225830078,1.0,678.8919641971588,611.5909135043621,1.0
406,622.1107285022736,638.2632026672363,1.0,639.7257390022278,605.3320313692093,1.0,679.998747587204,612.3936715722084,1.0
407,622.3976621627808,637.027192234993,1.0,640.2570276260376,605.722816824913,1.0,680.2133522033691,613.1457879543304,1.0
408,621.8555990457535,638.5012381076813,1.0,639.4950969219208,605.6309968233109,1.0,679.9592485427856,612.7929777503014,1.0
409,622.2452018260956,637.7740278244019,1.0,639.2935080528259,605.1241937875748,1.0,679.3027799129486,612.6879509091377,1.0
410,622.082008600235,637.063078045845,1.0,639.1378667354584,604.8237488269806,1.0,679.1670045852661,611.949473079294,1.0
411,622.5374076366425,636.8000280857086,1.0,638.9379839897156,605.7530809640884,1.0,678.2871544361115,611.517080783844,1.0
412,622.6518533229828,637.7182284593582,1.0,639.1812963485718,605.7640645503998,1.0,678.0949771404266,611.438591003418,1.0
413,622.1994502544403,637.8632040023804,1.0,639.0634939670563,605.9216688871384,1.0,678.2264652252197,612.6234444975853,1.0
414,622.3796343803406,637.6190509796143,1.0,639.3314735889435,605.9110618829727,1.0,679.5962674617767,613.4408931732178,1.0
415,622.1559064388275,638.2462048530579,1.0,639.1938626766205,605.7553516626358,1.0,678.8604831695557,612.443987429142,1.0
416,622.400018453598,637.9889376163483,1.0,638.8340332508087,606.4336867332458,1.0,678.3884909152985,612.7704246044159,1.0
417,622.0056986808777,638.7910237312317,1.0,639.1776947975159,606.63423371315,1.0,678.8615641593933,613.5864034891129,1.0
418,622.3325717449188,638.9486782550812,1.0,639.1564984321594,606.7573630809784,1.0,678.1628189086914,612.9276871085167,1.0
419,622.4301500320435,638.9479682445526,1.0,639.5009307861328,606.8769149780273,1.0,678.6224572658539,613.1318928003311,1.0
420,622.7325758934021,639.489661693573,1.0,639.1756212711334,606.8049929141998,1.0,678.0678634643555,612.0123319625854,1.0
421,622.6455552577972,639.3814368247986,1.0,639.4576592445374,606.4970602989197,1.0,678.1374135017395,611.5342235565186,1.0
422,622.6512100696564,639.4974133968353,1.0,639.5451445579529,606.4904358386993,1.0,678.5773003101349,611.8462862968445,1.0
423,622.7681202888489,638.8925087451935,1.0,639.436496257782,606.6154115200043,1.0,678.4759693145752,611.8511757850647,1.0
424,622.5613827705383,639.7057249546051,1.0,639.6589357852936,607.0524716377258,1.0,678.5066995620728,611.8269982337952,1.0
425,622.9412412643433,639.9061725139618,1.0,639.324321269989,606.9587335586548,1.0,678.1208322048187,611.462131023407,1.0
426,622.9392657279968,639.4313108921051,1.0,639.7143301963806,605.6875531673431,1.0,678.3157987594604,611.6637630462646,1.0
427,623.0898728370667,639.537467956543,1.0,639.3463664054871,606.3774580955505,1.0,678.1868603229523,612.065806388855,1.0
428,622.457891702652,639.4299304485321,1.0,639.2996561527252,606.7683386802673,1.0,677.8093446493149,612.128454208374,1.0
429,622.819461107254,639.9962286949158,1.0,639.7676823139191,606.8204250335693,1.0,677.3015528917313,611.5205540657043,1.0
430,623.5905563831329,639.9603867530823,1.0,639.7665550708771,607.0920147895813,1.0,677.9244250059128,612.0323600769043,1.0
431,624.122631072998,639.6995675563812,1.0,639.8548004627228,606.6506938934326,1.0,678.8462476730347,611.8319163322449,1.0
432,623.772623538971,639.080837726593,1.0,639.9481308460236,605.996344089508,1.0,679.136715888977,611.9182998165488,1.0
433,623.7016446590424,639.1560082435608,1.0,640.1641454696655,605.8146678209305,1.0,678.9780623912811,611.3703379631042,1.0
434,623.4237146377563,638.2547636032104,1.0,640.4249610900879,606.1947844028473,1.0,678.400378704071,611.2075581550598,1.0
435,622.6430413722992,638.6213915348053,1.0,639.867644071579,606.5234625339508,1.0,675.9431356117129,610.7969722747803,1.0
436,623.2117917537689,636.8044667243958,1.0,640.1944818496704,605.2333977222443,1.0,676.7582901120186,610.3635811805725,1.0
437,623.1810169219971,637.2706702947617,1.0,640.0284576416016,605.3823895454407,1.0,677.2434115409851,610.2957234382629,1.0
438,623.2258312702179,638.0314376354218,1.0,640.6008939743042,605.8005924224854,1.0,676.9482018351555,610.30823802948,1.0
439,622.6428151130676,637.3837485313416,1.0,639.7743189334869,605.2909117937088,1.0,676.6735708117485,610.0933141708374,1.0
440,622.3161442279816,638.6787483692169,1.0,639.0502576828003,605.960123538971,1.0,676.3089463710785,610.638267993927,1.0
441,622.6312823295593,638.4255363941193,1.0,639.3255627155304,604.5311880111694,1.0,677.074557185173,609.9691405296326,1.0
442,622.5119490623474,638.7379229068756,1.0,639.1126444339752,603.9712610244751,1.0,677.9438254833221,610.3886766433716,1.0
443,622.4683263301849,637.2184522151947,1.0,638.6931352615356,604.7737988233566,1.0,676.6189192533493,610.091968536377,1.0
444,622.7716524600983,635.0436429977417,1.0,637.9919718503952,603.7775459289551,1.0,675.3241587281227,609.9057049751282,1.0
445,622.5537841320038,634.8493943214417,1.0,637.6039391756058,602.9043321609497,1.0,673.9323644638062,609.5243544578552,1.0
446,622.5728895664215,635.9794788360596,1.0,636.7394206523895,602.8946595191956,1.0,673.4795804023743,609.6543469429016,1.0
447,621.6827222108841,635.7144494056702,1.0,637.1281307935715,603.2256894111633,1.0,674.3413909673691,609.7865228652954,1.0
448,621.5295931100845,635.3245368003845,1.0,637.912469625473,604.4661045074463,1.0,674.5926722288132,609.7722072601318,1.0
449,621.5524823665619,635.4067449569702,1.0,637.4263865947723,604.0565958023071,1.0,674.6647266149521,609.6707715988159,1.0
450,622.0590538978577,635.2671384811401,1.0,637.9283257722855,604.8458218574524,1.0,674.2550271749496,608.6499829292297,1.0
451,621.4941931962967,634.2068819999695,1.0,638.07191157341,604.2167596817017,1.0,674.9307072162628,608.3528037071228,1.0
452,621.3948382139206,634.0135273933411,1.0,638.2449572086334,604.4372093081474,1.0,674.7666447162628,608.5549163818359,1.0
453,621.5451794862747,634.2415542602539,1.0,638.2043573856354,603.5849924087524,1.0,675.2067602872849,608.5361404418945,1.0
454,621.4066026210785,634.8280987739563,1.0,637.7452930212021,603.8102746009827,1.0,675.0813202261925,608.7524943351746,1.0
455,621.230744600296,634.5054335594177,1.0,637.6213338375092,603.8605041503906,1.0,675.8246919959784,609.1440234184265,1.0
456,621.3820251226425,634.6183791160583,1.0,637.4831446409225,603.3224687576294,1.0,675.7029650509357,608.769983291626,1.0
457,620.8291642069817,633.8817129135132,1.0,637.2837491035461,602.6031713485718,1.0,674.6982346773148,608.7698092460632,1.0
458,620.6548587679863,633.3705825805664,1.0,637.4013606309891,603.125150680542,1.0,674.7765604257584,608.1480875015259,1.0
459,620.6616424918175,633.6868228912354,1.0,637.0078874826431,602.119396686554,1.0,674.9960460662842,608.8385968208313,1.0
460,620.7087543606758,633.3852920532227,1.0,636.8863301277161,602.3940916061401,1.0,674.1866835355759,609.1996836662292,1.0
461,620.4954775571823,633.2252955436707,1.0,636.3701260685921,601.6406116485596,1.0,674.3551598787308,608.3132219314575,1.0
462,620.3246221840382,632.5866293907166,1.0,636.5198574066162,601.5333161354065,1.0,675.1116107106209,608.5227627754211,1.0
463,620.3958744704723,632.7757148742676,1.0,636.3940120637417,602.1145071983337,1.0,675.8253588229418,608.0801448822021,1.0
464,620.2314434051514,631.0974855422974,1.0,636.4027235805988,601.664041519165,1.0,674.1005582809448,608.057032585144,1.0
465,620.2843208312988,631.5998613834381,1.0,635.8805570602417,601.5000472068787,1.0,673.7802376747131,607.8681645393372,1.0
466,620.0405187606812,632.1014523506165,1.0,635.5824451446533,601.2424631118774,1.0,673.4513058662415,607.592577457428,1.0
467,619.7996921539307,632.2903170585632,1.0,635.375729560852,600.8940691947937,1.0,673.2094397544861,607.7913188934326,1.0
468,620.4865055084229,631.6559433937073,1.0,635.3277363777161,600.5866436958313,1.0,673.638601064682,608.0535068511963,1.0
469,620.0022344589233,631.3236322402954,1.0,635.7291483879089,601.5673294067383,1.0,673.7766819000244,608.5024561882019,1.0
470,619.5564708709717,631.6265630722046,1.0,635.1621646881104,601.1309266090393,1.0,673.555100440979,607.1226689815521,1.0
471,618.5702681541443,631.5173058509827,1.0,634.2164902687073,601.7676210403442,1.0,673.0373921394348,606.9284472465515,1.0
472,618.0089621543884,630.8331830501556,1.0,633.4585919380188,601.0393342971802,1.0,671.8494222164154,605.9328808784485,1.0
473,618.0763397216797,631.3227212429047,1.0,633.7868218421936,601.2313318252563,1.0,671.2484560012817,605.646155834198,1.0
474,617.9111585617065,631.896726846695,1.0,633.4028968811035,601.0919370651245,1.0,671.8526315689087,606.0912535190582,1.0
475,618.1497850418091,631.4865500926971,1.0,632.9158096313477,600.5019297599792,1.0,670.9193394184113,606.2600255012512,1.0
476,618.0151243209839,630.9015865325928,1.0,633.1867327690125,600.8278269767761,1.0,670.850090265274,605.9089448451996,1.0
477,618.0383219718933,630.9781942367554,1.0,633.0716080665588,600.9939212799072,1.0,671.066942691803,606.0898950099945,1.0
478,617.6957821846008,631.9898478984833,1.0,632.6278762817383,601.335120677948,1.0,670.5178136825562,605.9299820661545,1.0
479,617.5298671722412,632.5252995491028,1.0,632.8029727935791,601.250669002533,1.0,671.2681334018707,605.9751319885254,1.0
480,617.4020109176636,631.0245642662048,1.0,631.2228138446808,600.7674860954285,1.0,668.7129981517792,606.1362652778625,1.0
481,617.2207236289978,631.293662071228,1.0,631.1510527133942,601.150493144989,1.0,669.3673936128616,606.1370816230774,1.0
482,616.6040358543396,631.5485482215881,1.0,631.6220309734344,601.6092777252197,1.0,670.0437016487122,606.1321034431458,1.0
483,616.0477213859558,631.4066104888916,1.0,630.7994041442871,600.875373840332,1.0,669.9864777326584,606.001526594162,1.0
484,616.3568897247314,631.0219745635986,1.0,631.4351997375488,600.7410311698914,1.0,670.2083706855774,605.8647258281708,1.0
485,616.1901531219482,630.3896136283875,1.0,631.0279355049133,601.0042662620544,1.0,670.6656777858734,606.1199963092804,1.0
486,616.0511498451233,631.6703028678894,1.0,630.3325011730194,601.2188286781311,1.0,669.6252309083939,606.2012650966644,1.0
487,616.3187642097473,632.6440434455872,1.0,630.4588913917542,600.6671657562256,1.0,669.4798121452332,605.7066737413406,1.0
488,616.129879951477,632.002227306366,1.0,630.5295107364655,600.7847270965576,1.0,669.7379336357117,606.1396582126617,1.0
489,615.5953068733215,630.9947202205658,1.0,630.367550611496,600.5927686691284,1.0,668.8743753433228,604.6879456043243,1.0
490,616.1851291656494,631.6951386928558,1.0,630.1922473907471,599.6628918647766,1.0,668.5915858149529,604.3183728158474,1.0
491,616.3229670524597,630.722519159317,1.0,629.9809024333954,599.9317634105682,1.0,668.6208586096764,604.3224968314171,1.0
492,616.2711153030396,630.2327039241791,1.0,630.811704158783,599.6513957977295,1.0,669.0116386413574,604.0748977661133,1.0
493,616.177234172821,629.9701046943665,1.0,631.0915520191193,599.5202915668488,1.0,668.9146552681923,603.2639784812927,1.0
494,615.7631282806396,629.7675853967667,1.0,631.7553615570068,599.7277367115021,1.0,669.2042280435562,602.6328496932983,1.0
495,616.670072555542,628.6493186950684,1.0,632.1330571174622,599.5377404689789,1.0,668.2762764394283,602.5540547370911,1.0
496,616.7027344703674,629.048220872879,1.0,631.7701306343079,598.8150343894958,1.0,668.1885471493006,602.3893790245056,1.0
497,616.1961197853088,627.7293634414673,1.0,631.2618477344513,599.1596899032593,1.0,668.1088183969259,602.6875882148743,1.0
498,616.5636558532715,627.8543996810913,1.0,631.3864283561707,599.4955031871796,1.0,668.0676256641746,602.3600358963013,1.0
499,616.7958731651306,628.7123274803162,1.0,631.2661561965942,599.3268330097198,1.0,667.9517322070897,603.4209928512573,1.0
500,616.9596223831177,628.5586312413216,1.0,631.4678101539612,599.2488913536072,1.0,668.4269903898239,602.9273328781128,1.0
501,617.1779470443726,628.7072083950043,1.0,631.3856821060181,599.5982427597046,1.0,668.1363265961409,602.6427574157715,1.0
502,617.4144597053528,628.785172522068,1.0,631.6860775947571,599.0998356342316,1.0,668.425437271595,602.2899503707886,1.0
503,617.2747402191162,628.7695307135582,1.0,632.1659412384033,599.5904932022095,1.0,668.7727515101433,602.9019141197205,1.0
504,617.1060070991516,629.2128131389618,1.0,631.642251253128,599.1408135890961,1.0,667.6164584159851,603.1742544174194,1.0
505,617.2557573318481,629.9074100255966,1.0,631.3778114318848,599.7647430896759,1.0,668.5869836807251,603.4435353279114,1.0
506,616.9913763999939,630.733852148056,1.0,631.2605965137482,599.7237477302551,1.0,668.1294065415859,603.2168111801147,1.0
507,617.3366684913635,629.8683849573135,1.0,631.2793233394623,600.1661500930786,1.0,667.0319334864616,602.8462886810303,1.0
508,617.0844812393188,629.5677727460861,1.0,631.096333026886,600.115674495697,1.0,667.9318538680673,602.6826643943787,1.0
509,616.9458241462708,629.5548011064529,1.0,630.662675857544,599.8750886917114,1.0,667.0885840654373,602.800675868988,1.0
510,616.1779389381409,630.1600646972656,1.0,629.9025504589081,600.0602293014526,1.0,666.6979031562805,601.4045939445496,1.0
511,616.3635125160217,630.2856862545013,1.0,630.1888613700867,600.1221203804016,1.0,665.8555874824524,600.960931301117,1.0
512,616.1793293952942,630.1922736167908,1.0,630.5436713695526,599.6779942512512,1.0,667.6463975906372,602.152340888977,1.0
513,616.5128402709961,629.811690568924,1.0,630.4485547542572,598.7812323570251,1.0,667.5511522889137,602.2228269577026,1.0
514,617.0389971733093,629.0119421482086,1.0,630.2105565071106,597.9680866003036,1.0,666.9803562164307,601.0046124458313,1.0
515,616.9679522514343,628.6032242774963,1.0,630.4033396244049,597.8627507686615,1.0,667.6262555122375,600.3855195045471,1.0
516,617.3775835037231,629.4918076992035,1.0,630.4488906860352,598.67839884758,1.0,666.6992111206055,600.6414370536804,1.0
517,616.9513854980469,628.8844010829926,1.0,630.2831480503082,598.6427099704742,1.0,666.5824899673462,600.4410276412964,1.0
518,616.7617659568787,629.0699951648712,1.0,630.257429599762,598.9024810791016,1.0,666.282301902771,600.9091653823853,1.0
519,616.4752860069275,628.5215620994568,1.0,630.028879404068,598.8748300075531,1.0,666.4870715141296,600.358811378479,1.0
520,616.7037343978882,629.0382934808731,1.0,629.5926402807236,599.2011806964874,1.0,666.6656384468079,600.6389694213867,1.0
521,616.6847214698792,629.0340392589569,1.0,629.8013044595718,599.5421738624573,1.0,666.3601412773132,600.1655206680298,1.0
522,616.9533448219299,627.8597302436829,1.0,630.0150575637817,598.9173808097839,1.0,667.174720287323,600.3175287246704,1.0
523,616.6642961502075,627.4262104034424,1.0,630.0915193557739,598.7129526138306,1.0,666.7079076766968,600.0538897514343,1.0
524,616.759006023407,628.710435628891,1.0,630.2884075641632,598.6040279865265,1.0,666.8808579444885,600.27973985672,1.0
525,616.9552822113037,628.0323324203491,1.0,630.308434009552,598.7445766925812,1.0,667.1590671539307,600.2089457511902,1.0
526,617.7130036354065,628.3525747954845,1.0,630.4032576084137,598.3028852939606,1.0,667.2803626060486,599.6621780395508,1.0
527,616.9091062545776,627.5497913360596,1.0,630.099321603775,598.3091220855713,1.0,667.4867839813232,599.4841022491455,1.0
528,616.6083617210388,627.5333366394043,1.0,629.6625063419342,599.1968994140625,1.0,665.8158268928528,599.5383856296539,1.0
529,616.9421663284302,627.9630770683289,1.0,630.1237177848816,599.1380150318146,1.0,666.4333629608154,600.0530066490173,1.0
530,617.0301690101624,627.8928728103638,1.0,630.4623787403107,599.5950222015381,1.0,666.4404625892639,599.948014497757,1.0
531,616.8008151054382,627.64808177948,1.0,629.9593741893768,598.5033016204834,1.0,666.0969924926758,599.8484861850739,1.0
532,616.6733298301697,627.47678565979,1.0,630.2623147964478,598.9168510437012,1.0,667.0851273536682,599.1144244670868,1.0
533,616.7699785232544,627.2603440284729,1.0,630.1085820198059,598.5702574253082,1.0,666.6129941940308,598.9441614151001,1.0
534,616.4935793876648,626.8212656974792,1.0,629.1869103908539,598.4090449810028,1.0,665.9849953651428,599.4973945617676,1.0
535,616.4714598655701,627.5383458137512,1.0,629.4281401634216,598.5989875793457,1.0,666.3900032043457,599.0058453083038,1.0
536,616.3415598869324,626.704074382782,1.0,629.2297090291977,598.9160466194153,1.0,664.2469654083252,599.1980373859406,1.0
537,616.0806188583374,627.1382493972778,1.0,629.3957481384277,598.9389073848724,1.0,665.3101582527161,598.7934596538544,1.0
538,615.8325984477997,627.9127073287964,1.0,629.207649230957,598.6564869880676,1.0,665.1467213630676,598.0947313308716,1.0
539,616.1057028770447,629.1562912464142,1.0,629.1881074905396,599.0200071334839,1.0,665.694363117218,598.8855772018433,1.0
540,616.1300406455994,629.124843120575,1.0,630.153163433075,598.1379804611206,1.0,666.36092710495,598.9532761573792,1.0
541,615.6325695514679,628.3734836578369,1.0,629.5922400951385,599.3412883281708,1.0,665.4065618515015,599.0204782485962,1.0
542,615.7083406448364,628.414134979248,1.0,629.8652999401093,599.512421131134,1.0,665.6617794036865,599.1726152896881,1.0
543,615.2834756374359,628.9510612487793,1.0,629.2739546298981,599.9670596122742,1.0,664.4883990287781,600.1138844490051,1.0
544,615.8447527885437,629.0756446123123,1.0,629.4734567403793,599.8975505828857,1.0,665.3808951377869,600.1910009384155,1.0
545,616.0913062095642,628.9931799769402,1.0,629.4316339492798,599.8011937141418,1.0,665.2130417823792,600.2739553451538,1.0
546,617.0116496086121,628.0945806503296,1.0,630.1728389263153,599.822518825531,1.0,666.4650220870972,599.3998363018036,1.0
547,617.329439163208,627.4048662185669,1.0,630.2841572761536,598.7900474071503,1.0,666.241765499115,599.3954713344574,1.0
548,616.7889032363892,628.3037376403809,1.0,630.1192717552185,599.230259180069,1.0,666.2007789611816,599.2819187641144,1.0
549,616.4204416275024,627.6359004974365,1.0,630.0891819000244,598.8505249023438,1.0,666.781943321228,599.3069758415222,1.0
550,616.1475768089294,627.6365509033203,1.0,629.8671267032623,599.0423202514648,1.0,666.7794427871704,598.9750900268555,1.0
551,615.5916728973389,627.4070339202881,1.0,629.5223236083984,598.7874493598938,1.0,666.226261138916,599.5974326133728,1.0
552,616.2452359199524,627.5613074302673,1.0,629.6435574293137,598.2992658615112,1.0,667.2876543998718,599.3222393989563,1.0
553,616.9638161659241,625.4837064743042,1.0,630.0362725257874,596.5123271942139,1.0,666.1759099960327,597.6578214168549,1.0
554,616.2984700202942,625.9982829093933,1.0,629.6762048006058,596.0270252227783,1.0,666.8425512313843,597.1442319154739,1.0
555,616.0979738235474,625.3448672294617,1.0,630.0132322311401,595.835871219635,1.0,667.4192328453064,596.5855296254158,1.0
556,616.3481869697571,624.8042569160461,1.0,630.0706696510315,595.9191184043884,1.0,666.8315992355347,596.4027431607246,1.0
557,616.1186561584473,625.3378853797913,1.0,629.4805092811584,595.4026460647583,1.0,665.8111753463745,596.8176440000534,1.0
558,616.180995464325,624.4587025642395,1.0,629.6779047250748,595.8653297424316,1.0,665.674548625946,596.5564453005791,1.0
559,616.5841379165649,625.079966545105,1.0,629.7722321748734,596.4456434249878,1.0,665.9057521820068,597.2036045789719,1.0
560,616.8528270721436,625.4921102523804,1.0,629.3098137378693,596.1248044967651,1.0,666.217273235321,596.7149683237076,1.0
561,617.340585231781,625.8947162628174,1.0,629.6028604507446,596.5322313308716,1.0,666.5242114067078,596.4245674610138,1.0
562,617.0451331138611,625.2996516227722,1.0,629.930717587471,596.0664043426514,1.0,666.5640845298767,595.8060327172279,1.0
563,617.0514206886292,626.1540913581848,1.0,629.6136308908463,596.0652523040771,1.0,666.0751442909241,595.9887539548799,1.0
564,618.5305166244507,625.8042039871216,1.0,629.7477306127548,594.7599430084229,1.0,666.1510152816772,596.7721727490425,1.0
565,617.0018072128296,626.0726380348206,1.0,629.3257173299789,596.1174879074097,1.0,665.9822602272034,596.5370785593987,1.0
566,616.579065322876,626.2732267379761,1.0,629.1633266210556,595.6426663398743,1.0,666.4823269844055,596.602279484272,1.0
