seconds,id,sex,condition,trial,object,position_object,startingframe,endingframe,distanceMoved,LEFTCLOSE,LEFT,CENTER,RIGHT,RIGHTCLOSE,frontalleft,blindleft,lateralLeftleft,lateralRightleft,LeftALLleft,RightALLleft,frontalright,blindright,lateralLeftright,lateralRightright,LeftALLright,RightALLright,index_nan_no_stim,nan,nan_nostim
122.0,2.0,male,example,,target,left,0.0,10789.0,92.392,0.0,0.379,0.621,0.0,0.0,0.0,0.655,0.0,0.345,0.0,0.345,0.655,0.0,0.345,0.0,0.414,0.586,102225.0,0.0,0.0
123.0,2.0,male,example,,target,left,0.0,10789.0,87.77,0.0,0.0,1.0,0.0,0.0,0.0,0.517,0.0,0.483,0.0,0.483,1.0,0.0,0.0,0.0,0.517,0.483,103066.0,0.0,0.0
124.0,2.0,male,example,,target,left,0.0,10789.0,77.003,0.0,0.0,1.0,0.0,0.0,0.0,0.828,0.0,0.172,0.0,0.172,0.276,0.0,0.0,0.724,0.172,0.828,103907.0,0.0,0.0
125.0,2.0,male,example,,target,left,0.0,10789.0,37.46,0.0,0.0,0.966,0.0,0.0,0.0,0.655,0.0,0.138,0.0,0.138,0.621,0.0,0.138,0.034,0.138,0.655,101130.0,0.20689655172413793,0.034482758620689655
126.0,2.0,male,example,,target,left,0.0,10789.0,72.584,0.0,0.345,0.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105589.0,1.0,0.0
127.0,2.0,male,example,,target,left,0.0,10789.0,23.383,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966,0.0,0.966,0.0,0.0,0.966,0.0,0.966,0.0,106430.0,0.034482758620689655,0.0
128.0,2.0,male,example,,target,left,0.0,10789.0,42.104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,107271.0,0.0,0.0
129.0,2.0,male,example,,target,left,0.0,10789.0,68.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,108112.0,0.0,0.0
130.0,2.0,male,example,,target,left,0.0,10789.0,152.185,0.0,0.034,0.966,0.0,0.0,0.0,0.552,0.0,0.448,0.0,0.448,0.517,0.0,0.448,0.034,0.483,0.517,108953.0,0.0,0.0
131.0,2.0,male,example,,target,left,0.0,10789.0,109.428,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.414,0.0,0.0,0.586,0.207,0.793,109794.0,0.0,0.0
132.0,2.0,male,example,,target,left,0.0,10789.0,81.375,0.0,0.0,1.0,0.0,0.0,0.0,0.379,0.0,0.621,0.0,0.621,0.379,0.0,0.621,0.0,1.0,0.0,110635.0,0.0,0.0
133.0,2.0,male,example,,target,left,0.0,10789.0,58.222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.138,0.0,0.0,0.138,0.0,0.138,0.0,111476.0,0.8620689655172413,0.0
134.0,2.0,male,example,,target,left,0.0,10789.0,70.782,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.69,0.0,0.0,0.69,0.0,0.69,0.0,112317.0,0.3103448275862069,0.0
135.0,2.0,male,example,,target,left,0.0,10789.0,61.032,0.0,0.138,0.862,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,113158.0,0.0,0.0
136.0,2.0,male,example,,target,left,0.0,10789.0,91.434,0.0,1.0,0.0,0.0,0.0,0.793,0.0,0.069,0.138,0.828,0.172,0.0,0.862,0.138,0.0,0.138,0.0,113999.0,0.0,0.0
137.0,2.0,male,example,,target,left,0.0,10789.0,136.474,0.0,0.31,0.69,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,114840.0,0.0,0.0
138.0,2.0,male,example,,target,left,0.0,10789.0,108.836,0.0,0.0,0.897,0.0,0.0,0.0,0.0,0.034,0.828,0.034,0.828,0.0,0.034,0.828,0.0,0.828,0.0,103747.0,0.13793103448275862,0.10344827586206896
139.0,2.0,male,example,,target,left,0.0,10789.0,76.312,0.0,0.0,1.0,0.0,0.0,0.0,0.69,0.0,0.31,0.0,0.31,0.69,0.0,0.31,0.0,0.69,0.31,116522.0,0.0,0.0
140.0,2.0,male,example,,target,left,0.0,10789.0,42.882,0.0,0.0,0.655,0.345,0.0,0.0,0.379,0.0,0.0,0.0,0.0,0.379,0.0,0.0,0.0,0.0,0.379,117363.0,0.6206896551724138,0.0
141.0,2.0,male,example,,target,left,0.0,10789.0,104.843,0.0,0.0,0.793,0.207,0.0,0.0,0.0,0.0,0.448,0.0,0.448,0.0,0.0,0.448,0.0,0.448,0.0,118204.0,0.5517241379310345,0.0
142.0,2.0,male,example,,target,left,0.0,10789.0,129.458,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,119045.0,0.0,0.0
143.0,2.0,male,example,,target,left,0.0,10789.0,180.019,0.0,0.379,0.621,0.0,0.0,0.517,0.0,0.0,0.483,0.069,0.931,0.0,0.828,0.172,0.0,0.172,0.0,119886.0,0.0,0.0
144.0,2.0,male,example,,target,left,0.0,10789.0,171.034,0.0,1.0,0.0,0.0,0.0,0.655,0.0,0.069,0.276,0.31,0.69,0.0,1.0,0.0,0.0,0.0,0.0,120727.0,0.0,0.0
145.0,2.0,male,example,,target,left,0.0,10789.0,57.772,0.793,0.207,0.0,0.0,0.0,0.552,0.0,0.448,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,121568.0,0.0,0.0
146.0,2.0,male,example,,target,left,0.0,10789.0,96.577,0.483,0.517,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.483,0.0,0.517,0.0,0.517,122409.0,0.0,0.0
147.0,2.0,male,example,,target,left,0.0,10789.0,112.912,0.897,0.103,0.0,0.0,0.0,0.483,0.0,0.138,0.034,0.31,0.345,0.0,0.552,0.0,0.103,0.0,0.103,123250.0,0.3448275862068966,0.0
148.0,2.0,male,example,,target,left,0.0,10789.0,51.235,0.897,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.172,0.0,0.172,0.0,0.0,0.172,0.0,0.172,0.0,124091.0,0.8275862068965517,0.0
149.0,2.0,male,example,,target,left,0.0,10789.0,46.456,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,124932.0,0.0,0.0
150.0,2.0,male,example,,target,left,0.0,10789.0,71.473,0.103,0.897,0.0,0.0,0.0,0.0,0.0,0.0,0.966,0.0,0.966,0.0,0.0,0.966,0.0,0.966,0.0,125773.0,0.034482758620689655,0.0
151.0,2.0,male,example,,target,left,0.0,10789.0,248.201,0.0,0.931,0.0,0.0,0.0,0.0,0.448,0.0,0.483,0.0,0.483,0.138,0.138,0.655,0.0,0.793,0.0,117909.0,0.06896551724137931,0.06896551724137931
152.0,2.0,male,example,,target,left,0.0,10789.0,320.24,0.0,1.0,0.0,0.0,0.0,0.0,0.276,0.0,0.724,0.0,0.724,0.172,0.034,0.793,0.0,0.966,0.0,127455.0,0.0,0.0
153.0,2.0,male,example,,target,left,0.0,10789.0,126.481,0.0,0.966,0.0,0.0,0.0,0.0,0.828,0.0,0.103,0.0,0.103,0.0,0.0,0.931,0.0,0.931,0.0,123858.0,0.06896551724137931,0.034482758620689655
154.0,2.0,male,example,,target,left,0.0,10789.0,89.487,0.0,0.966,0.0,0.0,0.0,0.0,0.724,0.0,0.103,0.0,0.103,0.0,0.0,0.828,0.0,0.828,0.0,124697.0,0.1724137931034483,0.034482758620689655
155.0,2.0,male,example,,target,left,0.0,10789.0,176.441,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129978.0,1.0,0.0
156.0,2.0,male,example,,target,left,0.0,10789.0,128.484,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966,0.0,0.966,0.0,0.138,0.828,0.0,0.828,0.0,130819.0,0.034482758620689655,0.0
157.0,2.0,male,example,,target,left,0.0,10789.0,81.475,0.0,1.0,0.0,0.0,0.0,0.586,0.0,0.0,0.414,0.276,0.724,0.0,1.0,0.0,0.0,0.0,0.0,131660.0,0.0,0.0
158.0,2.0,male,example,,target,left,0.0,10789.0,44.566,0.0,1.0,0.0,0.0,0.0,0.931,0.0,0.0,0.069,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,132501.0,0.0,0.0
159.0,2.0,male,example,,target,left,0.0,10789.0,35.589,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,133342.0,0.0,0.0
160.0,2.0,male,example,,target,left,0.0,10789.0,40.183,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.897,0.103,0.0,0.103,0.0,134183.0,0.0,0.0
161.0,2.0,male,example,,target,left,0.0,10789.0,34.876,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,135024.0,0.0,0.0
162.0,2.0,male,example,,target,left,0.0,10789.0,54.645,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.138,0.0,0.0,0.138,0.0,0.138,0.0,135865.0,0.8620689655172413,0.0
163.0,2.0,male,example,,target,left,0.0,10789.0,26.383,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.69,0.0,0.69,0.0,0.0,0.0,0.0,136706.0,0.3103448275862069,0.0
164.0,2.0,male,example,,target,left,0.0,10789.0,42.134,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,137547.0,0.0,0.0
165.0,2.0,male,example,,target,left,0.0,10789.0,56.992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.379,0.621,0.0,0.621,0.0,138388.0,0.0,0.0
166.0,2.0,male,example,,target,left,0.0,10789.0,25.034,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,139229.0,0.0,0.0
167.0,2.0,male,example,,target,left,0.0,10789.0,31.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.241,0.759,0.0,0.759,0.0,140070.0,0.0,0.0
168.0,2.0,male,example,,target,left,0.0,10789.0,20.231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,140911.0,0.0,0.0
169.0,2.0,male,example,,target,left,0.0,10789.0,70.882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345,0.0,0.345,0.0,0.345,0.0,0.0,0.0,0.0,141752.0,0.6551724137931034,0.0
